"CITATIONS","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK TYPE","ROCK CLASS","ROCK TEXTURE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL28","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","53.8","","","28.27","","","0.55","","11.46","","","","0.3","4.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125761",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL29","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","54.76","","","27.83","","","0.47","","10.58","","","","0.37","5.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125762",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL30","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","67.31","","","25.81","","","0.21","","8.67","","","","0.45","6.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125763",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL31","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","54.89","","","28.09","","","0.38","","10.83","","","","0.36","5.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125764",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL32","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.25","","","28.76","","","0.48","","12.14","","","","0.23","4.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125765",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PL33","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","56.47","","","26.14","","","0.35","","9","","","","0.44","5.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125766",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX1","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.49","0.11","","0.77","","","20.79","","0.91","21.96","1.1","","0.03","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125767",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX2","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.32","0.17","","0.84","","","11.28","","17.27","15.44","0.72","","0.02","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125768",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX3","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.47","0.19","","1.09","","","7.84","","21.37","14.96","0.52","","0.01","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125769",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX4","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","50.96","0.52","","3.03","","","6.13","","20.9","15.75","0.14","","0","0.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125770",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX5","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.14","0.57","","2.44","","","6.68","","20.63","16.31","0.15","","0.01","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125771",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX6","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","63.49","0.06","","0.26","","","20.02","","0.85","23.51","1.38","","0","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125772",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX7","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","50.13","0.54","","2.51","","","9.85","","20.53","13.24","0.25","","0","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125773",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX8","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","51.75","0.4","","1.83","","","16.72","","7.76","19.7","0.55","","0.04","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125774",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX9","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","62.92","0.1","","0.51","","","22.33","","0.87","22.15","1.1","","0","0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125775",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX10","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","53.28","0.28","","2.19","","","18.63","","1.86","22.59","0.59","","0.06","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125776",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX11","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.25","0.1","","1.39","","","9.48","","21.17","13.79","0.53","","0.01","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125777",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX12","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.57","0.26","","0.87","","","7.41","","22.06","15.09","0.43","","0.02","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125778",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX13","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","53.59","0.16","","0.93","","","19.24","","0.98","23.47","1.05","","0.02","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125779",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX14","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.62","0.24","","1.16","","","8.24","","21.46","14.36","0.54","","0","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125780",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX15","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","52.59","0.23","","1.17","","","9.01","","20.55","14.61","0.42","","0","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125781",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX16","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","51.28","1.09","","1.22","","","10.76","","20.18","13.49","0.36","","0.04","0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125782",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX17","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","50.9","0.96","","3.66","","","9.32","","17.42","14.93","0.34","","0.41","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125783",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX18","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","50.5","1.02","","3.47","","","7.96","","21.6","14.33","0.2","","0","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125784",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s PX19","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","50.2","0.97","","2.98","","","7.67","","21.65","14.62","0.21","","0.01","0.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125785",
"[5636]","ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / BOLIVIA / TATA SABAYA / PACIFIC OCEAN","BOLIVIAN ALTIPLANO, N SLOPE OF SALAR DE COIPASA","-19.13","-19.13","-68.53","-68.53","SAE","","","s GL1","VOL","/ ANDESITE [5636] ","PORPHYRITIC","","","","","76.76","0.35","","12.46","","","0.91","","0.67","0.22","0.04","","5.3","3.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125786",
